row_id,settlement_id,merchant_id,utr,net_amount_paise,fees_paise,tax_paise,created_at,settled_at,status,ingested_at
stl-000160,S-90020,MERCH-BOLT,BOLT26082090020,16623158,364990,61378,2026-08-20T17:28:00Z,2026-08-21T00:28:00Z,processed,2026-08-21T00:55:00Z
stl-000161,S-90021,MERCH-DYNE,DYNE26082290021,6862742,140573,25304,2026-08-22T07:30:00Z,2026-08-22T10:30:00Z,processed,2026-08-22T11:11:00Z
stl-000162,S-90021,MERCH-DYNE,DYNE26082290021,6862742,140573,25304,2026-08-22T07:30:00Z,2026-08-22T10:30:00Z,processed,2026-08-22T11:11:00Z
stl-000163,S-90022,MERCH-CRUX,CRUX26080290022,7815284,160083,28815,2026-08-02T16:22:00Z,2026-08-02T19:22:00Z,processed,2026-08-02T20:06:00Z
stl-000164,S-90023,MERCH-DYNE,DYNE26082490023,8541555,174959,31492,2026-08-24T11:21:00Z,2026-08-24T16:21:00Z,processed,2026-08-24T17:42:00Z
stl-000165,S-90024,MERCH-DYNE,DYNE26080290024,7036176,144124,25943,2026-08-02T15:22:00Z,2026-08-02T18:22:00Z,processed,2026-08-02T18:38:00Z
stl-000166,S-90025,MERCH-EVER,EVER26080390025,4104113,84066,15131,2026-08-03T18:04:00Z,2026-08-03T22:04:00Z,processed,2026-08-03T22:37:00Z
stl-000167,S-90025,MERCH-EVER,EVER26080390025,3875967,84066,15131,2026-08-03T18:04:00Z,2026-08-03T22:04:00Z,processed,2026-08-03T22:37:00Z
stl-000168,S-90026,MERCH-EVER,EVER26080490026,2124367,43514,7833,2026-08-04T02:02:00Z,2026-08-04T05:02:00Z,processed,2026-08-04T05:39:00Z
stl-000169,S-90026,MERCH-EVER,EVER26080490026,2048096,43514,7833,2026-08-04T02:02:00Z,2026-08-04T05:02:00Z,processed,2026-08-04T05:39:00Z
stl-000170,S-90027,MERCH-DYNE,DYNE26080590027,3636626,74490,13409,2026-08-05T08:48:00Z,2026-08-05T11:48:00Z,processed,2026-08-05T12:43:00Z
stl-000171,S-90027,MERCH-DYNE,DYNE26080590027,3636626,74490,13409,2026-08-05T08:48:00Z,2026-08-05T11:48:00Z,processed,2026-08-05T12:43:00Z
stl-000172,S-90028,MERCH-DYNE,DYNE26080690028,13626934,279127,50242,2026-08-06T10:23:00Z,2026-08-06T16:23:00Z,processed,2026-08-06T16:41:00Z
stl-000173,S-90028,MERCH-DYNE,DYNE26080690028,13626934,279127,50242,2026-08-06T10:23:00Z,2026-08-06T16:23:00Z,processed,2026-08-06T16:41:00Z
stl-000174,S-90029,MERCH-ACME,ACME26080790029,9757195,199862,35974,2026-08-07T09:27:00Z,2026-08-07T12:27:00Z,processed,2026-08-07T13:34:00Z
stl-000175,S-90030,MERCH-CRUX,CRUX26081890030,5274651,120289,19492,2026-08-18T12:21:00Z,2026-08-18T17:21:00Z,processed,2026-08-18T17:46:00Z
