row_id,utr,credit,value_date,memo,ingested_at
bnk-000149,BOLT26082080001,"Rs. 7,819.78",08/20/2026 20:00,NEFT CR-RAZORPAY SETTLEMENT-BOLT26082080001-MERCH-BOLT,2026-08-21T06:00:00Z
bnk-000150,CRUX26082080002,"7,819.77",2026-08-20 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-CRUX26082080002-MERCH-CRUX,2026-08-21T06:00:00Z
bnk-000151,DYNE26082080003,7919.78,2026-08-20T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-DYNE26082080003-MERCH-DYNE,2026-08-21T06:00:00Z
bnk-000152,EVER26082080004,"₹7,919.79",08/20/2026 20:00,NEFT CR-RAZORPAY SETTLEMENT-EVER26082080004-MERCH-EVER,2026-08-21T06:00:00Z
bnk-000153,ACME26082080005,"Rs. 7,669.78",2026-08-20 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-ACME26082080005-MERCH-ACME,2026-08-21T06:00:00Z
bnk-000154,BOLT26082080006,"7,669.78",2026-08-20T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-BOLT26082080006-MERCH-BOLT,2026-08-21T06:00:00Z
bnk-000155,CRUX26082080007,7869.78,08/20/2026 20:00,NEFT CR-RAZORPAY SETTLEMENT-CRUX26082080007-MERCH-CRUX,2026-08-21T06:00:00Z
bnk-000156,DYNE26082080008,"₹7,669.78",2026-08-20 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-DYNE26082080008-MERCH-DYNE,2026-08-21T06:00:00Z
bnk-000157,EVER26090280009,"Rs. 20,492.00",2026-09-02T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-EVER26090280009-MERCH-EVER,2026-09-03T06:00:00Z
bnk-000158,ACME26090280010,"Rs. 20,552.15",09/02/2026 20:00,NEFT CR-RAZORPAY SETTLEMENT-ACME26090280010-MERCH-ACME,2026-09-03T06:00:00Z
bnk-000159,BOLT26090280011,"12,228.29",2026-09-02 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-BOLT26090280011-MERCH-BOLT,2026-09-03T06:00:00Z
bnk-000160,CRUX26090280012,19292.00,2026-09-02T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-CRUX26090280012-MERCH-CRUX,2026-09-03T06:00:00Z
bnk-000161,DYNE26082080013,"₹7,869.78",08/20/2026 20:00,NEFT CR-RAZORPAY SETTLEMENT-DYNE26082080013-MERCH-DYNE,2026-08-20T11:00:00Z
bnk-000162,EVER26082080014,"Rs. 7,869.78",2026-08-20 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-EVER26082080014-MERCH-EVER,2026-08-19T12:00:00Z
bnk-000163,ACME26082080015,"7,669.78",2026-08-20T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-ACME26082080015-MERCH-ACME,2026-08-18T12:00:00Z
bnk-000164,BOLT26082080016,7869.78,08/20/2026 20:00,NEFT CR-RAZORPAY SETTLEMENT-BOLT26082080016-MERCH-BOLT,2026-08-20T12:00:00Z
bnk-000165,CRUX26082080017,₹0.00,2026-08-20 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-CRUX26082080017-MERCH-CRUX,2026-08-21T06:00:00Z
bnk-000166,DYNE26082080018,Rs. 0.00,2026-08-20T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-DYNE26082080018-MERCH-DYNE,2026-08-21T06:00:00Z
bnk-000167,EVER26082080019,0.00,08/20/2026 20:00,NEFT CR-RAZORPAY SETTLEMENT-EVER26082080019-MERCH-EVER,2026-08-21T06:00:00Z
bnk-000168,ACME26082080020,-142.31,2026-08-20 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-ACME26082080020-MERCH-ACME,2026-08-21T06:00:00Z
bnk-000169,BOLT26082080021,5887.69,2026-08-20T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-BOLT26082080021-MERCH-BOLT,2026-08-21T06:00:00Z
bnk-000170,CRUX26082080022,"₹5,887.69",08/20/2026 20:00,NEFT CR-RAZORPAY SETTLEMENT-CRUX26082080022-MERCH-CRUX,2026-08-21T06:00:00Z
bnk-000171,DYNE26082080023,"Rs. 5,887.69",2026-08-20 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-DYNE26082080023-MERCH-DYNE,2026-08-21T06:00:00Z
bnk-000172,EVER26082080024,"3,934.89",2026-08-20T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-EVER26082080024-MERCH-EVER-TRANCHE1,2026-08-21T06:00:00Z
bnk-000173,EVER26082080024,"3,934.89",2026-08-20T21:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-EVER26082080024-MERCH-EVER-TRANCHE2,2026-08-21T06:00:00Z
bnk-000174,ACME26082080025,5887.69,08/20/2026,NEFT CR-RAZORPAY SETTLEMENT-ACME26082080025-MERCH-ACME,2026-08-21T06:00:00Z
bnk-000175,BOLT26082080026,"₹6,387.69",2026-08-20 20:00:00,NEFT CR-RAZORPAY SETTLEMENT-BOLT26082080026-MERCH-BOLT,2026-08-21T06:00:00Z
bnk-000176,CRUX26082080027,"-Rs. 3,112.31",2026-08-20T20:00:00Z,NEFT CR-RAZORPAY SETTLEMENT-CRUX26082080027-MERCH-CRUX,2026-08-21T06:00:00Z
bnk-000177,DYNE26082180028,0.00,08/21/2026 08:00,NEFT CR-RAZORPAY SETTLEMENT-DYNE26082180028-MERCH-DYNE,2026-08-21T06:00:00Z
